Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportCesareanGovernmentFacilityWhenDeliveryOutcomeIsHandledAndDeliveryTypeIsCesareanAndDeliveryPlaceIsNotPrivateFacility,Long Statement,The length of the statement "Map<String`String> reportData=create("id"`"CASE-1").put("didWomanSurvive"`"yes").put("didMotherSurvive"`"yes").put("deliveryOutcome"`"live_birth").put("referenceDate"`"2012-01-01").put("deliveryPlace"`"phc").put("deliveryType"`"cesarean").put("submissionDate"`"2012-01-02").map();" is 280.,581
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportCesareanAndInstitutionalDeliveryWhenOAPNCIsRegisteredAndDeliveryTypeIsCesareanAndAtPHC,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,601
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportCesareanAndInstitutionalDeliveryWhenOAPNCIsRegisteredAndDeliveryTypeIsCesareanAndAtPHC,Long Statement,The length of the statement "Map<String`String> reportData=create("motherId"`"CASE-1").put("referenceDate"`"2012-01-01").put("deliveryType"`"cesarean").put("deliveryPlace"`"phc").put("deliveryOutcome"`"live_birth").put("submissionDate"`"2012-01-02").map();" is 227.,601
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportCesareanPrivateFacilityAndInstitutionalDeliveryWhenOAPNCIsRegisteredAndDeliveryTypeIsCesareanAndDeliveryPlaceIsPrivateFacility,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,622
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportCesareanPrivateFacilityAndInstitutionalDeliveryWhenOAPNCIsRegisteredAndDeliveryTypeIsCesareanAndDeliveryPlaceIsPrivateFacility,Long Statement,The length of the statement "Map<String`String> reportData=create("motherId"`"CASE-1").put("referenceDate"`"2012-01-01").put("deliveryType"`"cesarean").put("deliveryPlace"`"private_facility").put("deliveryOutcome"`"live_birth").put("submissionDate"`"2012-01-02").map();" is 240.,622
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportCesareanGovernmentFacilityWhenOAPNCIsRegisteredAndDeliveryTypeIsCesareanAndPlaceNotPrivateFacility,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,642
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportCesareanGovernmentFacilityWhenOAPNCIsRegisteredAndDeliveryTypeIsCesareanAndPlaceNotPrivateFacility,Long Statement,The length of the statement "Map<String`String> reportData=create("motherId"`"CASE-1").put("referenceDate"`"2012-01-01").put("deliveryType"`"cesarean").put("deliveryPlace"`"phc").put("deliveryOutcome"`"live_birth").put("submissionDate"`"2012-01-02").map();" is 227.,642
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportLiveBirthAndNRHMLiveBirthAndNotReportInstitutionalDeliveryWhenOAPNCIsRegisteredWithDeliveryOutcomeAsLiveBirthAndAtHome,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,660
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportLiveBirthAndNRHMLiveBirthAndNotReportInstitutionalDeliveryWhenOAPNCIsRegisteredWithDeliveryOutcomeAsLiveBirthAndAtHome,Long Statement,The length of the statement "Map<String`String> reportData=create("motherId"`"CASE-1").put("referenceDate"`"2012-01-01").put("deliveryOutcome"`"live_birth").put("deliveryPlace"`"home").put("deliveryType"`"normal").put("submissionDate"`"2012-01-02").map();" is 226.,660
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportPlaceOfDeliveryDuringPregnancyOutcome,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,682
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportMotherDeathDuringPNCClose,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,697
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportMotherDeathDuringPNCClose,Long Statement,The length of the statement "Map<String`String> reportData=create("id"`"CASE-1").put("closeReason"`"death_of_mother").put("isMaternalDeath"`"yes").put("deathDate"`"2012-02-01").put("submissionDate"`"2012-02-01").map();" is 189.,697
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldDeleteReportsWhenPNCCloseReasonIsWrongEntry,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,716
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldNotReportMotherDeathDuringPNCCloseIfCloseReasonIsNotDeath,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,732
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldNotReportMotherDeathDuringPNCCloseIfCloseReasonIsNotDeath,Long Statement,The length of the statement "Map<String`String> reportData=create("id"`"CASE-1").put("closeReason"`"").put("isMaternalDeath"`"").put("deathDate"`"2012-02-01").map();" is 136.,732
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldNotReportMotherDeathDuringPNCCloseIfNotMaternalDeath,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,749
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldNotReportMotherDeathDuringPNCCloseIfNotMaternalDeath,Long Statement,The length of the statement "Map<String`String> reportData=create("id"`"CASE-1").put("closeReason"`"death_of_mother").put("isMaternalDeath"`"").put("deathDate"`"2012-02-01").map();" is 151.,749
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldNotReportMotherDeathDuringPNCCloseIfNotWithin42DaysOfDeliveryOutcome,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,766
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldNotReportMotherDeathDuringPNCCloseIfNotWithin42DaysOfDeliveryOutcome,Long Statement,The length of the statement "Map<String`String> reportData=create("id"`"CASE-1").put("closeReason"`"death_of_mother").put("isMaternalDeath"`"yes").put("deathDate"`"2012-02-12").map();" is 154.,766
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportPNCVisit3DuringThirdPNCVisit,Long Statement,The length of the statement "Mother mother=new Mother("CASE-1"`"EC-CASE-1"`"TC 1").withAnm("ANM X").withDetails(mapOf("pncVisitDates"`"2011-12-25 2011-12-28 2012-01-01")).withLMP(parse("2012-01-01"));" is 171.,783
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldReportPNCVisit3DuringThirdPNCVisit,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,783
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldNotReportPNCVisit3IfItsNotThirdPNCVisit,Long Statement,The length of the statement "Mother mother=new Mother("CASE-1"`"EC-CASE-1"`"TC 1").withAnm("ANM X").withDetails(mapOf("pncVisitDates"`"2011-12-25 2011-12-26 2011-12-28 2012-01-01")).withLMP(parse("2012-01-01"));" is 182.,804
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldNotReportPNCVisit3IfItsNotThirdPNCVisit,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,804
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldNotReportPNCVisit3IfItsNotThirdPNCVisit,Long Statement,The length of the statement "mother=new Mother("CASE-1"`"EC-CASE-1"`"TC 1").withAnm("ANM X").withDetails(mapOf("pncVisitDates"`"2011-12-28 2012-01-01")).withLMP(parse("2012-01-01"));" is 153.,804
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldNotReportPNCVisit3IfItsNotThirdPNCVisit,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,804
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldNotReportPNCVisit3IfItsNotThirdPNCVisit,Long Statement,The length of the statement "mother=new Mother("CASE-1"`"EC-CASE-1"`"TC 1").withAnm("ANM X").withDetails(mapOf("pncVisitDates"`"2012-01-01")).withLMP(parse("2012-01-01"));" is 142.,804
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,shouldNotReportPNCVisit3IfItsNotThirdPNCVisit,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,804
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,assertThatIndicatorIsSetBasedOnLMP,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC-CASE-1")).thenReturn(new EligibleCouple().withLocation("bherya"`"Sub Center"`"PHC X"));" is 128.,886
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,assertThatIndicatorIsSetBasedOnLMP,Long Statement,The length of the statement "MotherReportingService motherReportingService=new MotherReportingService(fakeReportingService`allMothers`allEligibleCouples`reportMonth);" is 137.,886
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReportingServiceTest,reportDataForPlaceOfDelivery,Long Statement,The length of the statement "return new SafeMap(create("id"`"CASE-1").put("didWomanSurvive"`"no").put("deliveryOutcome"`"still_birth").put("referenceDate"`"2012-05-01").put("deliveryPlace"`placeOfDelivery).put("deliveryType"`"normal").put("submissionDate"`"2012-05-02").map());" is 248.,913
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MCTSReporterTest,shouldSaveMCTSReportAfterTenDaysWhenServiceIsProvidedWithinTenDaysOfRegistration,Long Statement,The length of the statement "verify(allMCTSReports).add(new MCTSReport("mother id 1"`"ANMPW 7777777 ANC1 050114"`"2014-01-01"`"2014-01-05"`"2014-01-15"));" is 125.,25
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MCTSReporterTest,shouldSaveMCTSReportWithSendDateAsTenDaysFromServiceProvidedDate,Long Statement,The length of the statement "verify(allMCTSReports).add(new MCTSReport("mother id 1"`"ANMPW 7777777 ANC1 050114"`"2014-01-01"`"2014-01-05"`"2014-01-15"));" is 125.,33
SEL-columbia_dristhi,org.ei.drishti.service.reporting,ReportDefinitionTest,shouldThrowNotUniqueExceptionWhenMoreThanOneFormIndicatorDefinitionExistsForAForm,Long Statement,The length of the statement "ReportDefinition reportDefinition=new ReportDefinition(asList(new FormIndicator("form 1"`Collections.<ReportIndicator>emptyList())`new FormIndicator("form 1"`Collections.<ReportIndicator>emptyList())));" is 202.,15
SEL-columbia_dristhi,org.ei.drishti.service.reporting,ReportDefinitionTest,shouldGetFormIndicatorForGivenForm,Long Statement,The length of the statement "ReportDefinition reportDefinition=new ReportDefinition(asList(new FormIndicator("form 1"`asList(new ReportIndicator("form1Indicator")))`new FormIndicator("form 2"`asList(new ReportIndicator("form2Indicator")))));" is 212.,24
SEL-columbia_dristhi,org.ei.drishti.service.reporting,ReportDefinitionTest,shouldReturnEmptyFormIndicatorListWhenThereIsNoDefinitionForGivenForm,Long Statement,The length of the statement "ReportDefinition reportDefinition=new ReportDefinition(asList(new FormIndicator("form 1"`asList(new ReportIndicator("form1Indicator")))));" is 138.,37
SEL-columbia_dristhi,org.ei.drishti.service.reporting,EligibleCoupleReporterTest,shouldCallECReporting,Long Statement,The length of the statement "FormSubmission submission=create().withEntityId("ec id 1").addFormField("familyPlanningMethodChangeDate"`"2012-03-01").addFormField("submissionDate"`"2012-03-01").build();" is 171.,35
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MCTSReportServiceTest,shouldLoadReportDefinitionOnlyWhenItIsNull,Long Statement,The length of the statement "FormSubmission submission=create().withFormName("new_form").withANMId("anm id 1").withEntityId("child id 1").addFormField("submissionDate"`"2012-03-01").build();" is 161.,38
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MCTSReportServiceTest,shouldReportIndicatorWhenAllRulesSucceed,Long Statement,The length of the statement "FormSubmission submission=create().withFormName("anc_visit").withANMId("anm id 1").withEntityId("mother id 1").addFormField("submissionDate"`"2012-03-02").addFormField("ancVisitDate"`"2012-03-01").addFormField("ancVisitNumber"`"1").build();" is 240.,54
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MCTSReportServiceTest,shouldReportIndicatorWhenAllRulesSucceed,Long Statement,The length of the statement "when(referenceDataRepository.getReferenceData(any(FormSubmission.class)`any(ReferenceData.class))).thenReturn(new SafeMap(EasyMap.create("thayiCardNumber"`"thayi card 1").put("registrationDate"`"2012-02-01").map()));" is 216.,54
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MCTSReportServiceTest,shouldAddReferenceFieldsToReportData,Long Statement,The length of the statement "FormSubmission submission=create().withFormName("anc_visit").withANMId("anm id 1").withEntityId("mother id 1").addFormField("submissionDate"`"2012-03-02").addFormField("ancVisitDate"`"2012-03-01").addFormField("ancVisitNumber"`"1").build();" is 240.,80
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MCTSReportServiceTest,shouldAddReferenceFieldsToReportData,Long Statement,The length of the statement "when(referenceDataRepository.getReferenceData(any(FormSubmission.class)`any(ReferenceData.class))).thenReturn(new SafeMap(EasyMap.create("thayiCardNumber"`"thayi card 1").put("registrationDate"`"2012-02-01").map()));" is 216.,80
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MCTSReportServiceTest,shouldAddReferenceFieldsToReportData,Long Statement,The length of the statement "verify(rule).apply(new SafeMap(EasyMap.create("thayiCardNumber"`"thayi card 1").put("id"`"mother id 1").put("registrationDate"`"2012-02-01").put("ancVisitNumber"`"1").put("submissionDate"`"2012-03-02").map()));" is 210.,80
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MCTSReportServiceTest,reportDefinition,Long Statement,The length of the statement "return new MCTSReportDefinition(asList(new MCTSFormIndicator("anc_visit"`asList(new MCTSReportIndicator("ANC1"`"mother"`"ancVisitDate"`asList("id"`"ancVisitNumber")`new ReferenceData("mother"`"id"`asList("thayiCardNumber"`"registrationDate"))`asList("IsChildLessThanOneYearOldRule"))))));" is 288.,111
SEL-columbia_dristhi,org.ei.drishti.service.reporting,MotherReporterTest,shouldCallMotherReporting,Long Statement,The length of the statement "verify(motherReportingService).reportToBoth(mother`Indicator.from("MMA")`safeMap.get("submissionDate")`safeMap.get("submissionDate")`location);" is 143.,35
SEL-columbia_dristhi,org.ei.drishti.service.reporting,ECReportingServiceTest,shouldReportFPMethodChangeWhenECIsRegistered,Long Statement,The length of the statement "when(allEligibleCouples.findByCaseId("EC CASE 1")).thenReturn(new EligibleCouple("EC CASE 1"`"EC NUMBER 1").withANMIdentifier("ANM X").withLocation("bherya"`"Sub Center"`"PHC X"));" is 180.,38
