Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,userStorePermissionsFromNode,Long Statement,The length of the statement "final UserStoreAccessControlEntry access=UserStoreAccessControlEntry.create().principal(principal).access(UserStoreAccess.READ).build();" is 136.,93
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,userStorePermissionsToUserStoreNodePermissions,Long Statement,The length of the statement "final AccessControlEntry ace=AccessControlEntry.create().principal(entry.getPrincipal()).allow(READ`CREATE`MODIFY`DELETE`PUBLISH`READ_PERMISSIONS`WRITE_PERMISSIONS).build();" is 173.,144
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,userStorePermissionsToUsersNodePermissions,Long Statement,The length of the statement "ace=AccessControlEntry.create().principal(entry.getPrincipal()).allow(READ`CREATE`MODIFY`DELETE`PUBLISH`READ_PERMISSIONS`WRITE_PERMISSIONS).build();" is 148.,159
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,userStorePermissionsToGroupsNodePermissions,Long Statement,The length of the statement "ace=AccessControlEntry.create().principal(entry.getPrincipal()).allow(READ`CREATE`MODIFY`DELETE`PUBLISH`READ_PERMISSIONS`WRITE_PERMISSIONS).build();" is 148.,197
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,createUserStoreFromNode,Long Statement,The length of the statement "return UserStore.create().displayName(nodeAsSet.getString(UserStorePropertyNames.DISPLAY_NAME_KEY)).key(UserStoreNodeTranslator.toKey(node)).build();" is 149.,244
xp,com.enonic.xp.core.impl.security,PrincipalNodeTranslator,doCreatePrincipalFromNode,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4172bd79,64
xp,com.enonic.xp.core.impl.security,PrincipalNodeTranslator,toCreateNodeParams,Long Statement,The length of the statement "final CreateNodeParams.Builder builder=CreateNodeParams.create().name(PrincipalKeyNodeTranslator.toNodeName(principal.getKey()).toString()).parent(principal.getKey().toPath().getParentPath()).setNodeId(NodeId.from(principal.getKey())).inheritPermissions(true).indexConfigDocument(PrincipalIndexConfigFactory.create());" is 318.,87
xp,com.enonic.xp.core.impl.security,PrincipalNodeTranslator,addRelationshipToUpdateNodeParams,Long Statement,The length of the statement "final boolean relationshipInList=nodeData.getProperties(PrincipalPropertyNames.MEMBER_KEY).stream().map(Property::getValue).map(Value::asString).anyMatch(relationshipToKey::equals);" is 181.,136
xp,com.enonic.xp.core.impl.security,PrincipalNodeTranslator,removeRelationshipToUpdateNodeParams,Long Statement,The length of the statement "final List<Value> updatedMembers=nodeData.getProperties(PrincipalPropertyNames.MEMBER_KEY).stream().map(Property::getValue).filter((val) -> !relationshipToKey.equals(val.asString())).collect(Collectors.toList());" is 212.,158
xp,com.enonic.xp.core.impl.security,PrincipalNodeTranslator,createUserFromNode,Long Statement,The length of the statement "return User.create().email(nodeAsTree.getString(PrincipalPropertyNames.EMAIL_KEY)).login(nodeAsTree.getString(PrincipalPropertyNames.LOGIN_KEY)).key(PrincipalKeyNodeTranslator.toKey(node)).displayName(nodeAsTree.getString(PrincipalPropertyNames.DISPLAY_NAME_KEY)).authenticationHash(nodeAsTree.getString(PrincipalPropertyNames.AUTHENTICATION_HASH_KEY)).build();" is 361.,220
xp,com.enonic.xp.core.impl.security,PrincipalNodeTranslator,createGroupFromNode,Long Statement,The length of the statement "return Group.create().key(PrincipalKeyNodeTranslator.toKey(node)).displayName(nodeAsTree.getString(PrincipalPropertyNames.DISPLAY_NAME_KEY)).build();" is 149.,235
xp,com.enonic.xp.core.impl.security,PrincipalNodeTranslator,createRoleFromNode,Long Statement,The length of the statement "return Role.create().key(PrincipalKeyNodeTranslator.toKey(node)).displayName(nodeAsTree.getString(PrincipalPropertyNames.DISPLAY_NAME_KEY)).build();" is 148.,247
xp,com.enonic.xp.core.impl.security,PrincipalQueryNodeQueryTranslator,translate,Long Statement,The length of the statement "final NodeQuery.Builder nodeQueryBuilder=NodeQuery.create().from(principalQuery.getFrom()).size(principalQuery.getSize());" is 122.,31
xp,com.enonic.xp.core.impl.security,PrincipalQueryNodeQueryTranslator,translate,Long Statement,The length of the statement "nodeQueryBuilder.addQueryFilter(ValueFilter.create().fieldName(USER_STORE_KEY).addValues(userStores.stream().map(UserStoreKey::toString).collect(toList())).build());" is 165.,31
xp,com.enonic.xp.core.impl.security,PrincipalQueryNodeQueryTranslator,translate,Long Statement,The length of the statement "nodeQueryBuilder.addQueryFilter(ValueFilter.create().fieldName(PRINCIPAL_TYPE_KEY).addValues(types.stream().map(Object::toString).collect(toList())).build());" is 158.,31
xp,com.enonic.xp.core.impl.security,PrincipalQueryNodeQueryTranslator,getQueryExpression,Long Statement,The length of the statement "final FunctionExpr fullText=FunctionExpr.from("fulltext"`ValueExpr.string(fields)`ValueExpr.string(query)`ValueExpr.string("AND"));" is 131.,72
xp,com.enonic.xp.core.impl.security,PrincipalQueryNodeQueryTranslator,getQueryExpression,Long Statement,The length of the statement "final FunctionExpr nGram=FunctionExpr.from("ngram"`ValueExpr.string(fields)`ValueExpr.string(query)`ValueExpr.string("AND"));" is 125.,72
xp,com.enonic.xp.core.impl.security,SecurityInitializer,initializeUsersBranch,Long Statement,The length of the statement "final AccessControlEntry authenticatedRead=AccessControlEntry.create().allow(Permission.READ).principal(RoleKeys.AUTHENTICATED).build();" is 136.,87
xp,com.enonic.xp.core.impl.security,SecurityInitializer,initializeUsersBranch,Long Statement,The length of the statement "this.nodeService.createRootNode(CreateRootNodeParams.create().childOrder(ChildOrder.defaultOrder()).permissions(AccessControlList.of(adminFullAccess`authenticatedRead)).build());" is 178.,87
xp,com.enonic.xp.core.impl.security,SecurityInitializer,initializeRoleFolder,Long Statement,The length of the statement "nodeService.create(CreateNodeParams.create().parent(rolesNodePath.getParentPath()).name(rolesNodePath.getLastElement().toString()).inheritPermissions(true).build());" is 165.,107
xp,com.enonic.xp.core.impl.security,SecurityInitializer,initializeSystemUserStore,Long Identifier,The length of the field SYSTEM_USER_STORE_DISPLAY_NAME is 30.,119
xp,com.enonic.xp.core.impl.security,SecurityInitializer,initializeSystemUserStore,Long Statement,The length of the statement "final UserStoreAccessControlList permissions=UserStoreAccessControlList.of(UserStoreAccessControlEntry.create().principal(RoleKeys.ADMIN).access(ADMINISTRATOR).build()`UserStoreAccessControlEntry.create().principal(RoleKeys.AUTHENTICATED).access(READ).build());" is 261.,119
xp,com.enonic.xp.core.impl.security,SecurityInitializer,initializeSystemUserStore,Long Statement,The length of the statement "final CreateUserStoreParams createParams=CreateUserStoreParams.create().key(UserStoreKey.system()).displayName(SYSTEM_USER_STORE_DISPLAY_NAME).permissions(permissions).build();" is 176.,119
xp,com.enonic.xp.core.impl.security,SecurityInitializer,createRoles,Long Statement,The length of the statement "final CreateRoleParams createAdministratorRole=CreateRoleParams.create().roleKey(RoleKeys.ADMIN).displayName("Administrator").build();" is 134.,136
xp,com.enonic.xp.core.impl.security,SecurityInitializer,createRoles,Long Statement,The length of the statement "final CreateRoleParams createAuthenticatedRole=CreateRoleParams.create().roleKey(RoleKeys.AUTHENTICATED).displayName("Authenticated").build();" is 142.,136
xp,com.enonic.xp.core.impl.security,SecurityInitializer,createRoles,Long Statement,The length of the statement "final CreateRoleParams createEveryoneRole=CreateRoleParams.create().roleKey(RoleKeys.EVERYONE).displayName("Everyone").build();" is 127.,136
xp,com.enonic.xp.core.impl.security,SecurityInitializer,createRoles,Long Statement,The length of the statement "final CreateRoleParams createAdminLoginRole=CreateRoleParams.create().roleKey(RoleKeys.ADMIN_LOGIN).displayName("Administration Console Login").build();" is 152.,136
xp,com.enonic.xp.core.impl.security,SecurityInitializer,createRoles,Long Statement,The length of the statement "final CreateRoleParams createUserManagerAppRole=CreateRoleParams.create().roleKey(RoleKeys.USER_MANAGER_APP).displayName("Users App").build();" is 142.,136
xp,com.enonic.xp.core.impl.security,SecurityInitializer,createRoles,Long Statement,The length of the statement "final CreateRoleParams createUserManager=CreateRoleParams.create().roleKey(RoleKeys.USER_MANAGER_ADMIN).displayName("Users Administrator").build();" is 147.,136
xp,com.enonic.xp.core.impl.security,SecurityInitializer,createRoles,Long Statement,The length of the statement "final CreateRoleParams createContentManagerAppRole=CreateRoleParams.create().roleKey(RoleKeys.CONTENT_MANAGER_APP).displayName("Content Manager App").build();" is 158.,136
xp,com.enonic.xp.core.impl.security,SecurityInitializer,createRoles,Long Statement,The length of the statement "final CreateRoleParams createContentManager=CreateRoleParams.create().roleKey(RoleKeys.CONTENT_MANAGER_ADMIN).displayName("Content Manager Administrator").build();" is 163.,136
xp,com.enonic.xp.core.impl.security,SecurityInitializer,createUsers,Long Statement,The length of the statement "final CreateUserParams createAnonymousUser=CreateUserParams.create().userKey(PrincipalKey.ofAnonymous()).displayName("Anonymous User").login("anonymous").build();" is 162.,187
xp,com.enonic.xp.core.impl.security,SecurityInitializer,createUsers,Long Statement,The length of the statement "final CreateUserParams createSuperUser=CreateUserParams.create().userKey(SUPER_USER).displayName("Super User").login("su").password("password").build();" is 152.,187
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,getUserStores,Long Statement,The length of the statement "final FindNodesByParentParams findByParent=FindNodesByParentParams.create().parentPath(UserStoreNodeTranslator.getUserStoresParentPath()).build();" is 146.,110
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,queryDirectMemberships,Long Statement,The length of the statement "final FindNodesByQueryResult result=callWithContext(() -> this.nodeService.findByQuery(NodeQuery.create().addQueryFilter(ValueFilter.create().fieldName(PrincipalPropertyNames.MEMBER_KEY).addValue(ValueFactory.newString(member.toString())).build()).build()));" is 258.,233
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,authenticateEmailPassword,Complex Conditional,The conditional expression user != null && !user.isDisabled() && passwordMatch(user`token.getPassword()) is complex.,291
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,authenticateUsernamePassword,Complex Conditional,The conditional expression user != null && !user.isDisabled() && passwordMatch(user`token.getPassword()) is complex.,304
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,createAuthInfo,Long Statement,The length of the statement "return AuthenticationInfo.create().principals(principals).principals(RoleKeys.AUTHENTICATED`RoleKeys.EVERYONE).user(user).build();" is 130.,317
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,findByUsername,Long Statement,The length of the statement "final CompareExpr userStoreExpr=CompareExpr.create(FieldExpr.from(PrincipalIndexPath.USER_STORE_KEY)`CompareExpr.Operator.EQ`ValueExpr.string(userStore.toString()));" is 165.,335
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,findByUsername,Long Statement,The length of the statement "final CompareExpr userNameExpr=CompareExpr.create(FieldExpr.from(PrincipalIndexPath.LOGIN_KEY)`CompareExpr.Operator.EQ`ValueExpr.string(username));" is 147.,335
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,findByUsername,Long Statement,The length of the statement "final FindNodesByQueryResult result=callWithContext(() -> nodeService.findByQuery(NodeQuery.create().query(query).build()));" is 124.,335
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,findByEmail,Long Statement,The length of the statement "final CompareExpr userStoreExpr=CompareExpr.create(FieldExpr.from(PrincipalIndexPath.USER_STORE_KEY)`CompareExpr.Operator.EQ`ValueExpr.string(userStore.toString()));" is 165.,352
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,findByEmail,Long Statement,The length of the statement "final CompareExpr userNameExpr=CompareExpr.create(FieldExpr.from(PrincipalIndexPath.EMAIL_KEY)`CompareExpr.Operator.EQ`ValueExpr.string(email));" is 144.,352
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,findByEmail,Long Statement,The length of the statement "final FindNodesByQueryResult result=callWithContext(() -> nodeService.findByQuery(NodeQuery.create().query(query).build()));" is 124.,352
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,createUser,Long Statement,The length of the statement "final User user=User.create().key(createUser.getKey()).login(createUser.getLogin()).email(createUser.getEmail()).displayName(createUser.getDisplayName()).modifiedTime(Instant.now(clock)).build();" is 195.,398
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,createGroup,Long Statement,The length of the statement "final Group group=Group.create().key(createGroup.getKey()).displayName(createGroup.getDisplayName()).modifiedTime(Instant.now(clock)).build();" is 142.,467
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,createRole,Long Statement,The length of the statement "final Role role=Role.create().key(createRole.getKey()).displayName(createRole.getDisplayName()).modifiedTime(Instant.now(clock)).build();" is 137.,530
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,query,Long Statement,The length of the statement "return PrincipalQueryResult.create().addPrincipals(principals).totalSize(Ints.checkedCast(result.getTotalHits())).build();" is 122.,673
xp,com.enonic.xp.core.impl.security,SecurityServiceImpl,createUserStore,Long Statement,The length of the statement "AccessControlList userStoreNodePermissions=UserStoreNodeTranslator.userStorePermissionsToUserStoreNodePermissions(permissions);" is 127.,693
